0	0	-7.3	1.8
25	0	18	1.7
50	0	43	1.8
75	0	68.9	2.7
100	0	93.4	2
125	0	118.3	1.3
150	0	143.1	1.4
175	0	168.2	1.7
200	0	192.7	1.8
225	0	217.7	0.4
250	0	243.9	0.3
275	0	268.1	0.6
300	0	292.1	-0.8
325	0	317.9	0.3
350	0	342.8	0.3
375	0	366	0.9
400	0	393.9	0.7
425	0	417.3	0.7
450	0	443	1.1
475	0	467.8	0.3
500	0	493.8	0.5
525	0	518.3	0.3
550	0	543	0.7
575	0	569.5	0.9
600	0	594.8	-0.3
625	0	619.8	0.1
650	0	645.1	-0.9
675	0	671.3	-0.8
700	0	695.6	0
725	0	721.3	-0.6
750	0	745.5	-0.3
775	0	770.3	-0.1
800	0	795.6	-0.6
825	0	820.7	-0.9
850	0	844.7	0
875	0	869.5	-1
900	0	893.7	-0.4
925	0	919	-0.4
950	0	943.8	-0.8
975	0	967.9	-0.4
1000	0	992.2	0
1025	0	1017.3	-0.9
1050	0	1043	-0.3
1075	0	1068.7	-0.1
1100	0	1093.5	-0.2
1125	0	1119	0.7
1150	0	1143.2	0.6
1175	0	1168	0.8
1200	0	1192.1	-1
1225	0	1217.9	0.6
0	25	-7.3	25.6
25	25	17.9	25
50	25	41.7	25.2
75	25	67	25.9
100	25	92.8	25.1
125	25	118	25.6
150	25	142.6	25.9
175	25	167.4	25.4
200	25	192.1	25.9
225	25	218.1	25.8
250	25	242.6	25.7
275	25	267.6	25.4
300	25	293.8	25.2
325	25	317.6	25.5
350	25	342.3	25.4
375	25	367.7	25.8
400	25	391.6	25.6
425	25	416.3	25.2
450	25	440.8	25.7
475	25	466.2	25.8
500	25	492.5	25.7
525	25	516.5	25.6
550	25	541.2	25.7
575	25	566.6	25.3
600	25	592	25.2
625	25	616.3	25.9
650	25	641.5	25.7
675	25	666.8	25.9
700	25	693	25.5
725	25	717.5	25.2
750	25	741.6	25.4
775	25	766.4	25.1
800	25	792.7	25.5
825	25	817.5	25.1
850	25	842.4	25.9
875	25	867.7	25.5
900	25	892.7	25.2
925	25	917.1	25.4
950	25	941.5	25.4
975	25	967.1	25.8
1000	25	992	25.3
1025	25	1017.8	25.8
1050	25	1041	25.5
1075	25	1067.3	25.1
1100	25	1092.4	25.3
1125	25	1118	25.4
1150	25	1142.9	25.3
1175	25	1167.3	25.2
1200	25	1192.6	26.5
1225	25	1217.3	25.4
0	50	-7.1	51.2
25	50	17.8	51.8
50	50	42.8	51.6
75	50	67.4	51.9
100	50	92	51.7
125	50	117.2	51.3
150	50	142.3	51.7
175	50	167.2	50.8
200	50	193.4	51.7
225	50	217	51.4
250	50	243.3	51.7
275	50	268	51.7
300	50	293.6	51.5
325	50	318.7	51.8
350	50	344	52.6
375	50	368.1	51.3
400	50	394	50.9
425	50	418.1	51.2
450	50	444.7	52.8
475	50	468.1	51.8
500	50	494.1	52
525	50	519.5	51.8
550	50	544.5	51.9
575	50	570.1	51.2
600	50	594.2	52.3
625	50	619.8	53
650	50	644.9	52.4
675	50	669.6	52.1
700	50	694.9	52.4
725	50	719.3	52.1
750	50	744.7	52.9
775	50	769.4	52.9
800	50	795.1	52.6
825	50	820.6	52.1
850	50	845.6	52.5
875	50	870.9	52.3
900	50	895.2	52.9
925	50	920.2	52.5
950	50	945	52.9
975	50	970.9	53.9
1000	50	995.5	53.5
1025	50	1020.6	53.3
1050	50	1045.6	52.1
1075	50	1070.4	53.1
1100	50	1095.9	53.3
1125	50	1121.9	54
1150	50	1146.6	53.8
1175	50	1171.3	53.5
1200	50	1196	53.6
1225	50	1220.4	53
0	75	-4.3	78.2
25	75	21	77.2
50	75	45.8	78.4
75	75	70.2	78.3
100	75	95.9	77.6
125	75	121.1	77.1
150	75	147	76.9
175	75	171.3	76.3
200	75	196.5	77.4
225	75	222	77.2
250	75	245.2	77.4
275	75	271.9	77.4
300	75	296.2	77.6
325	75	321.6	76.8
350	75	346.3	77
375	75	371.4	75
400	75	397.7	75.6
425	75	422.9	74.5
450	75	447.1	75.9
475	75	473	74.7
500	75	498.8	73.3
525	75	522.7	74.1
550	75	548.1	73
575	75	573.5	73.9
600	75	598.7	73.7
625	75	623.7	74.5
650	75	649.8	73.1
675	75	674.5	73.4
700	75	699.5	74.9
725	75	725.6	73.2
750	75	749.6	72.2
775	75	773.5	73.1
800	75	799.1	74.2
825	75	824.7	73.9
850	75	849.2	73.3
875	75	873.5	73.6
900	75	897.2	73.2
925	75	920.3	72.7
950	75	946.8	71.7
975	75	972.1	71.6
1000	75	997.1	71.3
1025	75	1022.2	71.9
1050	75	1047.2	71.2
1075	75	1072	71.1
1100	75	1098.1	71.5
1125	75	1123.6	71.5
1150	75	1148.5	71.9
1175	75	1173.3	72
1200	75	1198.9	72.9
1225	75	1223.5	72.6
0	100	-1.1	97.3
25	100	23	97.9
50	100	48.7	97.3
75	100	73.7	97.5
100	100	98.9	97.6
125	100	127	97.7
150	100	148.3	98.5
175	100	173.7	98.5
200	100	197.8	98.8
225	100	223.5	98.3
250	100	247.5	98
275	100	272.8	98.3
