706076.42	4307768.02	706076.96	4307768.35
705046.61	4307824.22	705046.94	4307824.25
698705.22	4306992.70	698705.75	4306992.86
699768.92	4307080.57	699768.84	4307081.04
699145.23	4307873.76	699145.15	4307874.25
713849.39	4297812.30	713849.89	4297812.26
721152.57	4320433.48	721152.18	4320432.97
702060.41	4246433.19	702060.78	4246433.39
698965.33	4242438.62	698965.14	4242438.79
697980.12	4242434.69	697980.08	4242435.27
697745.13	4244667.75	697745.17	4244667.85
697447.07	4246005.77	697447.06	4246005.75
705858.44	4244009.24	705858.36	4244009.38
687913.15	4236382.19	687912.60	4236381.97
701334.81	4237208.23	701334.72	4237208.68
699778.89	4233693.65	699778.63	4233693.85
691475.63	4233278.22	691475.22	4233277.90
689760.36	4233725.41	689759.87	4233725.19
704923.34	4230242.02	704923.87	4230242.81
701596.03	4230086.96	701595.67	4230087.45
694342.63	4244832.98	694342.89	4244832.63
693504.96	4245126.99	693504.84	4245126.91
693209.76	4243301.20	693209.74	4243300.86
693270.25	4244218.74	693270.08	4244219.04
696561.80	4245053.90	696561.99	4245054.00
695481.31	4242381.10	695481.55	4242381.00
671004.21	4327350.86	671004.39	4327350.27
671000.34	4327353.97	671000.40	4327354.31
714678.17	4319495.06	714677.95	4319495.30
717745.68	4303194.59	717745.55	4303195.15
742782.56	4320066.91	742782.09	4320067.36
743634.16	4302546.31	743634.46	4302545.53
713919.78	4283329.87	713920.21	4283330.12
688067.39	4312684.89	688067.65	4312684.41
687714.55	4312384.09	687714.49	4312384.33
701117.57	4310286.20	701117.42	4310285.72
683506.26	4302145.27	683505.94	4302144.92
743653.83	4285162.49	743653.60	4285163.16
743653.18	4285171.82	743652.70	4285172.07
688067.39	4312684.89	688068.12	4312684.82
687714.55	4312384.09	687714.58	4312384.12
669897.14	4309098.35	669896.69	4309098.87
699001.85	4312226.76	699002.02	4312226.64
681766.88	4302664.42	681766.58	4302664.52
693989.43	4304912.56	693990.05	4304912.56
694095.83	4305373.20	694096.00	4305373.67
693617.81	4305501.08	693617.68	4305500.55
