252612.061	4318296.886	252601.442	4318265.028
253190.814	4318912.807	253164.266	4318918.117
254587.256	4318222.551	254560.708	4318180.074
255187.249	4318164.145	255171.32	4318169.454
254082.838	4319321.652	254056.29	4319364.129
253668.684	4320070.314	253695.233	4320096.863
253838.594	4319088.026	253827.974	4319119.884
254597.876	4318668.563	254581.947	4318652.634
254884.598	4319321.652	254884.598	4319321.652
255170.289	4318999.39	255117.192	4319057.797
256088.861	4319567.525	256088.861	4319535.667
256630.447	4319955.13	256561.421	4319986.988
255871.165	4320533.884	255828.687	4320565.742
256179.125	4319163.99	256179.125	4319163.99
256646.376	4318510.901	256699.473	4318532.14
257718.928	4319891.414	257692.38	4319902.034
258107.08	4318606.796	258053.983	4318601.486
257995.577	4318994.401	257995.577	4319047.498
260894.654	4318994.401	260825.628	4318957.234
260815.009	4319281.123	260745.983	4319265.194
259864.579	4318723.608	259800.863	4318723.608
259726.528	4318819.182	259652.192	4318792.634
259806.173	4319105.904	259742.457	4319127.143
258648.666	4320332.437	258659.285	4320396.153
259041.581	4320226.244	258999.103	4320274.031
259413.257	4320151.908	259381.399	4320178.457
258276.989	4320396.153	258261.06	4320443.94
258335.395	4319217.407	258319.466	4319254.575
257804.429	4320061.644	257777.88	4320056.334
257703.545	4320066.954	257661.068	4320072.263
258749.549	4318420.957	258733.62	4318442.196
263859.665	4320477.53	263886.213	4320509.388
264613.637	4320413.814	264613.637	4320413.814
264746.379	4320403.195	264804.785	4320376.647
265059.649	4320376.647	265086.198	4320376.647
264921.598	4320658.059	264964.075	4320652.749
265171.152	4320721.775	265187.081	4320727.085
265319.823	4320567.795	265351.681	4320573.104
264937.527	4319511.171	264937.527	4319479.313
263195.957	4319346.572	263158.789	4319346.572
264273.819	4318523.573	264236.651	4318512.954
262250.836	4318826.224	262256.146	4318868.702
262357.029	4318475.786	262383.578	4318518.264
266168.105	4318917.138	266199.963	4318922.448
266210.582	4318465.817	266253.059	4318508.294
266391.111	4318593.249	266407.04	4318656.965
266906.148	4318656.965	266884.91	4318725.99
268987.537	4319899.426	269003.466	4319862.259
268461.88	4319878.188	268493.738	4319862.259
272662.839	4318624.674	272668.149	4318598.125
270852.243	4318359.19	270846.933	4318396.358
273639.818	4320191.025	273655.747	4320143.238
278505.793	4318355.838	278537.651	4318355.838
279482.771	4318488.58	279482.771	4318488.58
280523.465	4319125.74	280512.846	4319072.643
279987.189	4320134.576	279971.26	4320129.266
280295.15	4318568.225	280295.15	4318509.818
279514.629	4319651.397	279578.345	4319656.706
283535.492	4319367.568	283498.325	4319410.045
284130.175	4319346.329	284119.555	4319378.187
284751.406	4319165.8	284751.406	4319213.587
283753.189	4318379.97	283763.808	4318433.067
284093.007	4317429.54	284045.22	4317440.159
285765.552	4318167.583	285707.145	4318156.964
285579.714	4319229.516	285569.094	4319197.658
284602.735	4318310.944	284618.664	4318332.183
297428.765	4317361.276	297418.146	4317318.799
296892.489	4318943.557	296887.179	4318911.699
298103.092	4319665.671	298134.95	4319697.529
299969.626	4317485.781	299985.555	4317453.923
302051.015	4318765.41	302040.396	4318744.171
301790.841	4319200.803	301833.319	4319222.041
304398.537	4318231.949	304398.537	4318210.71
304940.123	4319214.237	304908.265	4319235.476
303177.314	4318985.921	303193.243	4318991.231
304913.574	4319915.113	304956.052	4319925.732
305874.624	4319925.732	305895.862	4319936.352
307029.082	4317757.223	306970.676	4317720.056
306466.257	4318033.326	306471.567	4317996.158
305749.452	4318229.783	305744.143	4318197.925
305181.318	4317948.371	305181.318	4317969.61
309099.851	4319838.612	309099.851	4319812.064
306365.374	4318489.957	306344.135	4318500.576
313559.797	4317747.444	313538.559	4317789.921
313198.74	4317365.148	313182.811	4317423.554
314950.93	4316998.781	315030.575	4316993.472
316002.243	4318188.146	315965.076	4318204.075
315396.942	4318745.661	315391.632	4318777.519
314526.156	4318119.121	314499.608	4318193.456
316661.292	4317246.387	316682.53	4317278.245
316815.272	4317968.501	316815.272	4318032.217
317871.895	4317729.566	317845.347	4317766.734
318169.237	4317644.612	318126.759	4317660.541
318408.172	4317490.631	318339.146	4317501.251
318806.396	4317628.683	318753.3	4317618.063
319119.667	4318425.132	319093.118	4318472.919
319146.215	4318823.357	319119.667	4318828.667
318694.893	4318526.016	318684.274	4318573.803
318705.513	4318849.906	318700.203	4318897.693
324137.742	4315732.023	324105.884	4315737.333
324323.581	4316273.609	324281.103	4316273.609
325486.397	4317420.497	325481.088	4317484.213
325470.468	4317839.96	325465.159	4317914.296
322109.45	4316507.234	322109.45	4316570.95
327300.701	4317419.847	327321.939	4317483.563
326451.154	4317212.77	326488.322	4317281.796
326334.341	4316586.23	326339.651	4316649.946
325957.355	4316639.326	325967.975	4316708.352
327178.578	4315949.07	327173.269	4315975.618
328479.446	4317080.029	328463.517	4317058.79
329339.612	4316644.636	329302.445	4316607.468
329785.624	4317520.731	329780.314	4317499.492
328314.847	4316028.715	328282.989	4316018.096
329652.882	4318311.871	329642.263	4318333.11
332238.941	4317308.128	332249.56	4317292.199
332175.225	4317058.573	332148.676	4317053.264
331755.761	4316495.749	331771.69	4316485.13
331543.375	4315986.021	331522.136	4315970.092
331023.027	4315800.183	331023.027	4315842.66
331522.136	4317669.185	331538.065	4317653.256
336005.261	4317286.569	336015.88	4317323.736
336668.969	4317111.35	336706.136	4317090.111
336562.775	4316877.724	336578.704	4316877.724
337454.799	4316208.706	337460.109	4316176.848
337969.837	4317350.285	337996.385	4317329.046
337699.044	4317472.407	337709.663	4317445.859
337491.967	4317562.671	337481.348	4317594.529
337826.476	4317897.18	337853.024	4317865.322
332624.979	4313959.141	332624.979	4313990.999
332449.76	4313608.703	332428.521	4313645.87
332354.186	4313396.316	332370.115	4313396.316
332518.785	4313221.097	332534.714	4313226.407
333187.803	4313162.691	333187.803	4313141.452
333856.821	4313311.361	333846.202	4313295.432
333925.847	4313582.154	333925.847	4313582.154
333994.872	4313858.257	334000.182	4313874.186
334265.665	4313842.328	334270.975	4313826.399
334472.742	4313996.308	334430.265	4313996.308
335508.127	4314644.087	335524.056	4314628.158
334722.296	4314697.184	334738.225	4314707.803
317990.813	4315927.649	317990.813	4315986.056
317858.071	4313708.209	317842.142	4313660.422
319153.63	4313713.519	319111.152	4313692.28
319201.416	4314568.375	319185.488	4314594.923
319116.462	4315168.367	319116.462	4315189.606
319318.229	4315322.347	319302.3	4315348.896
319875.744	4316347.113	319843.886	4316357.732
305015.48	4314851.753	305004.861	4314793.347
305626.092	4316253.505	305626.092	4316311.911
300714.322	4314890.116	300677.154	4314921.974
301484.223	4315808.689	301484.223	4315755.592
301675.371	4316132.578	301680.681	4316159.126
301765.636	4316573.28	301728.468	4316589.209
302211.647	4316790.977	302232.886	4316796.286
301797.494	4315298.961	301770.945	4315309.58
301983.332	4314911.355	301946.164	4314916.665
303544.374	4314709.588	303512.516	4314645.872
303740.831	4315973.288	303740.831	4315973.288
303873.573	4316143.197	303873.573	4316106.03
303671.805	4315543.205	303655.876	4315495.418
300294.858	4315941.43	300289.549	4315973.288
296181.219	4314791.736	296128.122	4314754.568
296420.154	4314892.62	296414.844	4314866.071
296765.282	4315046.6	296775.901	4315030.671
297200.674	4315317.393	297190.055	4315290.845
297758.189	4315943.933	297768.809	4315912.075
298108.627	4316230.655	298092.698	4316172.249
296637.85	4315742.166	296659.089	4315752.785
296627.231	4315386.419	296621.921	4315370.49
299297.992	4314393.511	299303.302	4314351.034
299520.998	4316543.926	299489.14	4316517.377
297184.745	4316602.332	297200.674	4316634.19
291560.909	4315244.036	291529.051	4315259.965
291996.301	4315259.965	291964.443	4315275.894
291980.372	4316836.936	292022.85	4316879.413
292511.339	4316736.052	292532.578	4316757.291
292575.055	4316481.188	292590.984	4316491.808
292787.442	4316566.143	292782.132	4316582.072
293121.95	4316497.117	293121.95	4316497.117
293812.207	4316481.188	293780.349	4316491.808
295415.726	4316698.885	295410.416	4316677.646
278971.545	4315589.927	279024.641	4315621.785
278647.655	4314719.142	278647.655	4314740.38
279767.994	4315998.771	279805.162	4316035.939
279709.588	4316147.442	279752.065	4316173.99
279890.117	4315701.43	279921.975	4315712.049
280883.024	4315308.515	280845.857	4315266.037
281313.107	4317140.349	281371.513	4317124.42
276814.409	4317236.902	276835.647	4317279.379
278439.166	4316307.71	278471.024	4316307.71
277531.213	4315702.409	277483.426	4315675.86
277600.239	4315468.783	277637.407	4315479.403
276724.144	4316058.156	276745.383	4316058.156
276543.616	4316328.949	276517.067	4316344.878
277170.156	4317136.018	277164.846	4317157.257
272094.445	4316418.131	272094.445	4316439.369
272545.767	4316189.815	272561.696	4316216.363
272662.579	4315839.377	272662.579	4315871.235
273549.293	4317288.916	273570.532	4317299.535
273405.932	4317198.652	273400.623	4317225.2
274595.297	4317506.612	274611.226	4317501.303
266407.655	4316622.826	266444.822	4316644.064
267145.698	4316490.084	267172.246	4316458.226
267161.627	4316877.69	267193.485	4316877.69
268096.128	4315794.518	268064.27	4315757.35
267506.755	4316203.362	267543.923	4316203.362
267039.505	4317318.392	267092.601	4317350.25
260244.614	4316109.737	260239.331	4316175.492
261354.334	4316162.834	261384.037	4316203.076
261200.354	4316030.092	261163.371	4316030.68
262193.261	4317086.716	262204.639	4317154.698
262315.384	4316900.877	262314.972	4316954.72
264662.256	4316624.775	264631.966	4316582.346
263833.948	4316667.252	263825.156	4316623.72
263664.039	4316624.775	263652.76	4316596.137
261980.875	4316481.414	261942.598	4316527.179
264667.566	4317267.244	264631.966	4317230.552
257646.315	4316812.246	257611.56	4316777.491
257970.695	4316424.149	257924.355	4316389.395
258677.378	4316563.169	258642.623	4316505.244
258712.133	4317049.738	258717.925	4317014.983
256487.818	4315671.126	256435.686	4315659.541
255080.244	4315833.316	255080.244	4315879.656
254169.728	4317355.558	254111.803	4317390.313
252588.928	4313530.298	252646.853	4313512.92
254546.788	4314126.924	254610.505	4314097.961
253990.709	4312273.328	253973.332	4312203.819
257060.717	4312481.499	257037.547	4312469.914
257419.851	4312747.953	257425.643	4312776.915
257315.586	4312209.252	257304.001	4312191.874
259603.618	4314364.056	259557.278	4314340.886
259319.786	4313952.79	259308.201	4313923.828
258833.217	4312846.425	258833.217	4312817.463
256533.601	4312892.765	256545.186	4312869.595
260464.005	4313468.82	260492.967	4313538.33
261738.352	4313248.705	261738.352	4313202.365
261599.332	4313659.972	261610.917	4313683.142
261703.597	4314001.728	261686.219	4314007.521
262178.581	4313665.764	262190.166	4313683.142
263406.587	4314760.544	263383.417	4314789.506
268560.954	4312289.487	268584.124	4312301.072
268931.673	4312127.297	268885.333	4312092.542
269354.525	4311634.936	269302.392	4311692.861
269707.866	4311843.465	269684.696	4311814.503
268039.631	4311368.482	268016.461	4311339.519
269238.675	4312857.15	269244.467	4312926.66
269690.489	4312781.848	269638.356	4312805.018
271103.855	4311936.145	271063.308	4311878.22
268896.918	4313575.419	268920.088	4313621.758
268711.559	4313824.495	268746.314	4313894.005
